,Length,Width,Views_7days,EUR Price,Year Built,clusters
0,-1.3970050494633666,-1.763502386669973,-0.508246113644923,-0.3754033018485328,1.0481555331963606,2
1,-1.4836076861676315,-1.7990984635706455,-0.6079620430992342,-0.3755299606564494,0.9690062470382221,2
2,-1.3296474431378273,-1.541026906040771,0.45371932344372506,-0.37529195344596883,-1.5637709100222057,4
3,-1.2622898368122881,-1.318551425411569,-0.5434399710993858,-0.3753893832982123,-0.21823304533385335,2
4,-1.3200249279484646,-1.630017098292452,-0.28535168309999237,-0.37373029210000874,1.0481555331963606,2
5,-1.4508911345237978,-1.9147857134978306,1.4743411896231444,-0.37387226131327783,-0.7722780484408219,4
6,-0.6272038343143465,-0.5710338104974498,0.6062260390797303,-0.3746934557821873,-2.0386666269710356,4
7,-1.4836076861676315,-1.7990984635706455,-0.5434399710993858,-0.3746948476372194,0.9690062470382221,2
8,-1.3373454552893176,-1.6389161175176201,-0.42026147000876624,-0.3747908856344308,1.0481555331963606,2
9,-1.0890845634037587,-1.229561233159888,-0.37333632673614925,-0.37483264128539234,-2.1969651992873125,4
10,-1.069839533025033,-1.7190072905441327,-0.009666466373367636,-0.3742981689530851,-0.6931287622826836,2
11,-1.4836076861676315,-1.7990984635706455,-0.1856357536456813,-0.3745395166156426,0.8898569608800838,2
12,-1.395080546425494,-1.763502386669973,2.0550398376217793,-0.3746175996829406,1.0481555331963606,2
13,-1.2353467942820724,-1.6923102328686284,0.2366905358078715,-0.37465309198625785,-0.8514273345989603,4
14,-1.318100424910592,-1.5766229829414433,0.547569609988959,-0.3748660458061615,-0.8514273345989603,4
15,-0.9736143811314055,-0.9180955602790049,9.633450476149422,-0.3748660458061615,-2.1178159131291743,1
16,-1.1275746241612095,-1.6122190598421158,4.03176149798077,-0.3748660458061615,-2.5927116300780044,1
17,-1.3200249279484646,-1.763502386669973,-0.16803882491844993,-0.3753893832982123,-1.8803680546547592,4
18,-1.1660646849186604,-1.140571040908207,0.14284024926263755,-0.3726056732341123,0.8898569608800838,2
19,-1.3200249279484646,-1.5143298483652667,-0.2560234685546068,-0.3726056732341123,-0.7722780484408219,4
20,-1.108329593782484,-1.2651573100605604,-0.5141117565540002,-0.3726056732341123,-3.6216523501338034,4
21,-1.0409719874569447,-1.113873983232703,2.23687476780317,-0.3718846923275104,-2.1178159131291743,1
22,-1.395080546425494,-1.6389161175176201,-0.55517125691754,-0.37274625059234934,0.8898569608800838,2
23,-1.3585149887059156,-1.4520367137890902,-0.12111368164583296,-0.3730232297437273,1.0481555331963606,2
24,-1.3873825342740038,-1.6923102328686284,0.6824793968977328,-0.3724525691805868,-3.0676073470268346,4
25,-1.3970050494633666,-1.630017098292452,-0.3674706838270721,-0.3724525691805868,1.0481555331963606,2
26,-1.4066275646527293,-1.7190072905441327,6.096467801975916,-0.3700390925550121,-1.5637709100222057,1
27,-1.108329593782484,-1.4075416176632498,0.6766137539886558,-0.3710885512491778,-2.7510102023942813,4
28,-0.958218356828425,-1.0782779063320305,-0.4495896845541518,-0.3712138182020623,-1.3263230515477906,4
29,-1.069839533025033,-1.140571040908207,-0.2325608969182983,-0.3712138182020623,0.8898569608800838,2
30,-1.2045547456761116,-1.1850661370340476,0.12524332053540618,-0.3712138182020623,0.25666267161497686,2
31,-0.6272038343143465,-1.229561233159888,0.7470014688975811,-0.3712138182020623,-3.0676073470268346,4
32,-1.300779897569739,-1.229561233159888,0.9522989707152805,-0.3712138182020623,-1.2471737653896522,4
33,-1.2526673216229254,-1.443137694563922,-0.2090983252819898,-0.3712277367523828,-1.0097259069152371,4
34,-1.5509652924931705,-1.763502386669973,0.4478536805346479,-0.3703230309815503,0.8898569608800838,2
35,-0.7696170591169152,-0.5176396951464413,4.1314774274350805,-0.3703230309815503,-2.1178159131291743,1
36,-1.3681375038952783,-1.630017098292452,2.418709697984561,-0.3703230309815503,-0.5348301899664069,1
37,-1.343118964402935,-1.630017098292452,0.25428746453510287,-0.36847743120905196,-1.642920196180344,4
38,-1.300779897569739,-1.229561233159888,0.22495924998971725,-0.3696271034655253,-1.7220694823384823,4
39,-1.3104024127591019,-1.4520367137890902,1.7617576921679232,-0.3686832865682922,1.0481555331963606,2
40,-1.300779897569739,-1.5855220021666114,0.23082489289879438,-0.36982196317001226,-0.8514273345989603,4
41,-1.069839533025033,-1.140571040908207,-0.14457625328214146,-0.36982196317001226,-2.8301594885524195,4
42,-1.108329593782484,-0.9180955602790049,0.27188439326233427,-0.36982196317001226,-1.0097259069152371,4
43,-0.9351243203739544,-0.8380043872524923,0.16043717798986892,-0.36982196317001226,-2.0386666269710356,4
44,-1.160291175805043,-1.1850661370340476,-0.17977011073660418,-0.36982196317001226,-0.13908375917571497,2
45,-1.0505945026463075,-1.0693788871068626,1.9259956936220826,-0.36982196317001226,-0.9305766207570987,1
46,-1.0409719874569447,-1.0515808486565266,0.694210682715887,-0.3669157698630919,-2.4344130577617276,4
47,-1.2430448064335626,-1.4075416176632498,4.17253692779862,-0.3671074283010052,1.0481555331963606,1
48,-1.1699136909944057,-1.1583690793585433,0.5651665387161904,-0.36719970828963006,-1.3263230515477906,4
49,-1.1468196545399352,-1.140571040908207,0.019661748172017976,-0.3684301081379623,0.8898569608800838,2
50,-1.0621415208735427,-1.0426818294313582,-0.49064918491769166,-0.3684301081379623,-1.0097259069152371,4
51,-1.0505945026463075,-0.8736004641531646,-0.26775475437276103,-0.3684301081379623,-0.05993447301757661,2
52,-1.5702103228718962,-1.852492578921654,0.5182413954435734,-0.3684301081379623,0.7315583885638071,2
53,-0.530978682420719,-0.4286495028947604,0.12524332053540618,-0.36669028934789977,-2.1178159131291743,4
54,-1.300779897569739,-1.3630465215374092,1.7793546208951545,-0.36535410851713174,0.33581195777311523,2
55,-1.0121044418888565,-1.0515808486565266,1.50366940416853,-0.3654960777304008,-1.8012187684966208,4
56,-1.0794620482143957,-1.140571040908207,0.13697460635356043,-0.3669004594577393,-1.1680244792315138,4
57,-1.2276487821305822,-1.2918543677360648,-0.5727681856447714,-0.3669338639785085,0.7315583885638071,2
58,-1.2430448064335626,-1.318551425411569,-0.4143958270996891,-0.3669644847892136,0.9690062470382221,2
59,-0.5502237127994444,-0.5621347912722816,-0.13871061037306434,-0.36703825310591226,-3.3842044916593883,4
60,-1.069839533025033,-1.229561233159888,0.1311089634444833,-0.36703825310591226,0.9690062470382221,2
61,-0.8581441988590526,-0.8736004641531646,0.0020648194447866097,-0.36703825310591226,-1.7220694823384823,4
62,-0.9774633872071506,-0.9447926179545094,0.5534352528980361,-0.36464426245078624,-1.2471737653896522,4
63,-0.8196541381016015,-1.4075416176632498,0.4009285372620309,-0.36464426245078624,-0.05993447301757661,2
64,-1.0121044418888565,-1.6745121944182921,0.11937767762632906,-0.36464426245078624,-0.05993447301757661,2
65,-1.2064792487139842,-1.229561233159888,-0.2736203972818381,-0.3661822622612015,1.0481555331963606,2
66,-1.300779897569739,-1.630017098292452,-0.015532109282444757,-0.3647862316640553,1.0481555331963606,2
67,-0.530978682420719,-0.7846102719014837,2.483231769984409,-0.3663423255898873,-1.0888751930733753,1
68,-0.7715415621547878,-0.9892877140803497,0.13697460635356043,-0.3663423255898873,-2.1969651992873125,4
69,0.14259738083467366,-0.4286495028947604,0.11937767762632906,-0.3663423255898873,-2.513562343919866,4
70,0.23882253272830117,-0.8736004641531646,4.330909286343703,-0.3663423255898873,-5.283787359454709,1
