,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,EUR Price,Country1,City1,Type_split,Fuel,Price_Category
9376,Deck Boat,Salmeri Boote power boats,"Used boat,Unleaded",2015,5.53,2.18,GRP,655,20298,VierwaldstÃ¤ttersee - Buochs,Unknown,Used boat,Unleaded,Low-priced
9377,Runabout,Karnic power boats,new boat from stock,2018,5.65,2.3,GRP,129,18399,Germany , Lake Constance ,new boat from stock,Unleaded,Low-priced
9378,Sport Boat,Viko Yachts power boats,new boat from stock,2017,6.1,2.5,GRP,218,18385,Germany , Bayern ,new boat from stock,Unleaded,Low-priced
9379,Classic,WeiBo power boats,new boat from stock,2021,6,1.65,Wood,129,18300,Switzerland , Lake Constance ,new boat from stock,Unleaded,Low-priced
9380,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,5.03,2.12,GRP,78,18268,Germany , Niedersachsen ,new boat on order,Unleaded,Low-priced
9381,Pontoon Boat,Windy power boats,"Used boat,Unleaded",1990,7.55,2.51,GRP,285,20094,Switzerland , Luganersee ,Used boat,Unleaded,Low-priced
9382,"Cabin Boat,Fishing Boat,House Boat",Selje power boats,"Used boat,Diesel",1977,7.25,2.53,GRP,475,20094,Switzerland , Lake Geneva ,Used boat,Diesel,Low-priced
9383,Center console boat,Ranieri power boats,new boat from stock,2019,6,2.38,GRP,183,18200,Italy , Lombardia - Trentino Alto Adige ,new boat from stock,Diesel,Low-priced
9384,Center console boat,Crestliner power boats,new boat from stock,2020,4.49,1.92,Aluminium,144,20058.3,Switzerland , Murtensee ,new boat from stock,Diesel,Low-priced
9385,Center console boat,Elan power boats,"Used boat,Unleaded",1989,4.95,2,GRP,451,19890,Switzerland , Lake Geneva ,Used boat,Unleaded,Low-priced
9386,Pilothouse,Quicksilver power boats,"Used boat,Unleaded",2008,5.72,2.54,GRP,138,18000,Italy , Toscana ,Used boat,Unleaded,Low-priced
9387,Sport Boat,Sea Ray power boats,Used boat,1982,6.81,2.44,GRP,293,18000,Germany , Lake Constance ,Used boat,Unleaded,Low-priced
9389,Sport Boat,Olympic power boats,Used boat,2014,5.28,2.16,GRP,123,17999,Germany , MÃ¼nchen,Used boat,Unleaded,Low-priced
9391,Flybridge,Fletcher power boats,"Used boat,Unleaded",1983,8.5,2.55,GRP,193,17990,Germany , Verkaufshafen Brandenburg-Plaue,Used boat,Unleaded,Low-priced
9392,Pilothouse,Galia power boats,"Used boat,Unleaded",2015,4.77,1.96,GRP,72,17990,Austria , BOOTE RIEDL KLAGENFURT,Used boat,Unleaded,Low-priced
9393,Motor Yacht,Ranieri International power boats,"new boat from stock,Unleaded",2019,5.1,2.1,GRP,223,19686,Switzerland , Bielersee ,new boat from stock,Unleaded,Low-priced
9395,Sport Boat,Olympic power boats,"new boat from stock,Unleaded",2019,4,1.95,GRP,109,17950,Germany , Bayern ,new boat from stock,Unleaded,Low-priced
9396,Offshore Boat,Checkmate power boats,"Used boat,Unleaded",1988,6.35,2.3,GRP,204,17900,Austria , BOOTE RIEDL KLAGENFURT,Used boat,Unleaded,Low-priced
9397,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2014,5.25,2.33,GRP,254,17900,Germany , Bayern ,Used boat,Unleaded,Low-priced
9398,Sport Boat,AluForce power boats,new boat from stock,2020,5.66,2.1,Aluminium,126,17900,Germany , auf Anfrage,new boat from stock,Unleaded,Low-priced
9400,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2015,5.15,2.15,PVC,110,17900,France ," MATIGNON, France",Used boat,Unleaded,Low-priced
9401,Fishing Boat,Vizion power boats,new boat from stock,2019,5.04,2.18,Aluminium,76,17900,Germany , Berlin ,new boat from stock,Unleaded,Low-priced
9402,Cabin Boat,Celebrity power boats,"Used boat,Unleaded",1994,7.4,2.5,GRP,251,17900,Germany , Nordrhein-Westfalen ,Used boat,Unleaded,Low-priced
9403,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2013,4.83,2.32,GRP,131,17900,Germany , Schwebheim / Schweinfurt,Used boat,Unleaded,Low-priced
9404,Flybridge,Caravelle power boats,"Used boat,Unleaded",1979,9.6,3,GRP,355,17900,Donau , Aschach,Used boat,Unleaded,Low-priced
9405,Fishing Boat,Rodman power boats,"Used boat,Diesel",1994,6.99,2.81,GRP,178,17800,Portugal , Lisbon,Used boat,Diesel,Low-priced
9406,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2006,6.66,2.64,PVC,74,17700,France ," Lorient, France",Used boat,Diesel,Low-priced
9407,Center console boat,Trimarchi  power boats,"new boat from stock,Unleaded",2019,6.2,2.18,GRP,102,17700,Italy , Lombardia - Trentino Alto Adige ,new boat from stock,Unleaded,Low-priced
9408,Bowrider,Jeanneau power boats,new boat from stock,2018,5.21,2.36,PVC,77,17590,Slovak Republic ," Bratislava, Slovaquie",new boat from stock,Unleaded,Low-priced
9409,Bowrider,Larson power boats,"Used boat,Unleaded",1998,6.07,2.47,GRP,709,19380,Switzerland , Lake Geneva ,Used boat,Unleaded,Low-priced
9410,Runabout,Flying Shark power boats,Display Model,2019,4.2,1.73,GRP,534,19380,Switzerland , VierwaldstÃ¤ttersee ,new boat,Display Model,Low-priced
9412,Bowrider,Jans power boats,"new boat from stock,Unleaded",2018,4,1.7,Aluminium,52,17500,Germany , Bayern ,new boat from stock,Unleaded,Low-priced
9413,Trawler,Rijnkruiser power boats,"Used boat,Diesel",1982,9.8,2.85,Steel,184,17500,Netherlands , Sneek,Used boat,Diesel,Low-priced
9418,Bowrider,Galia power boats,new boat on order,2020,5.2,2.1,GRP,243,19176,Switzerland , Lake of Zurich ,new boat on order,Unleaded,Low-priced
9421,Deck Boat,Cobalt power boats,"Used boat,Unleaded",1995,7.07,2.59,GRP,583,18768,Switzerland , Diessenhofen,Used boat,Unleaded,Low-priced
9422,Deck Boat,Witti power boats,"new boat from stock,Unleaded",2019,7.5,1.8,Wood,146,18870,Switzerland , Diessenhofen,new boat from stock,Unleaded,Low-priced
9425,Deck Boat,Capelli power boats,"Used boat,Unleaded",1996,6.42,2.45,GRP,101,17000,Italy , Toscana ,Used boat,Unleaded,Low-priced
9427,Sport Boat,Cramar power boats,"Used boat,Unleaded",1991,8.18,2.94,GRP,190,17000,Italy , Lake Garda ,Used boat,Unleaded,Low-priced
9428,Sport Boat,Corsiva power boats,"Used boat,Unleaded",2014,6.15,2.42,GRP,170,17000,Germany , --,Used boat,Unleaded,Low-priced
9429,Offshore Boat,Bruno Abbate power boats,"Used boat,Unleaded",1987,12.7,2.9,GRP,394,17000,Italy , Lake Garda ,Used boat,Unleaded,Low-priced
9430,Cabin Boat,Ultramar power boats,"Used boat,Unleaded",2001,7.3,2.5,PVC,118,17000,France ," Cogolin, Cogolin",Used boat,Unleaded,Low-priced
9431,Center console boat,Capelli power boats,"Used boat,Unleaded",2001,6.42,2.45,GRP,76,17000,Italy , Venezia,Used boat,Unleaded,Low-priced
9433,Pilothouse,Bnteau power boats,"Used boat,Diesel",1999,6.22,2.44,PVC,86,17000,France ," JUAN LES PINS, France",Used boat,Diesel,Low-priced
9437,Deck Boat,Marinello power boats,new boat from stock,2015,5.9,2.48,GRP,104,16900,Germany , Hock Boote,new boat from stock,Unleaded,Low-priced
9438,Deck Boat,Marinello power boats,new boat from stock,2017,4.7,1.9,GRP,91,16900,Germany , Hock Boote,new boat from stock,Unleaded,Low-priced
9440,Cabin Boat,Marinello power boats,new boat from stock,2015,5.7,2.35,GRP,259,16900,Germany , Main ,new boat from stock,Unleaded,Low-priced
9441,Sport Boat,Cruisers Yachts power boats,"Used boat,Unleaded",1992,7.9,2.9,GRP,239,16900,Germany ," BOOTSSERVICE ENK TREIS MOSEL BOO, BOOTSSERVICE ENK",Used boat,Unleaded,Low-priced
9442,Motor Yacht,Freedom power boats,Used boat,1991,8.46,2.48,GRP,130,16900,Germany , LAMPERTHEIM,Used boat,Unleaded,Low-priced
9443,Sport Boat,Sensation power boats,"new boat from stock,Unleaded",2019,5.1,2.15,GRP,88,16820,Germany ," FA. SIEGEL, GUMMERSBACH, FA. SIEGEL, GUMMERSBACH",new boat from stock,Unleaded,Low-priced
9444,Sport Boat,Ilver power boats,"Used boat,Unleaded",1991,8.6,3,GRP,451,16800,Switzerland , Lago Maggiore ,Used boat,Unleaded,Low-priced
9445,"Cabin Boat,Classic,Motor Yacht",Scand power boats,"Used boat,Diesel",1989,7.8,2.85,GRP,866,18360,Switzerland , Lago Maggiore ,Used boat,Diesel,Low-priced
9447,Motor Yacht,Seaswirl power boats,"Used boat,Unleaded",1995,6.4,2.44,GRP,101,16700,Germany , Brandenburg ,Used boat,Unleaded,Low-priced
9449,Sport Boat,Draco power boats,"Used boat,Unleaded",1990,6,2.45,GRP,313,18360,Switzerland , 8881 Tscherlach/Walenstadt,Used boat,Unleaded,Low-priced
9450,Offshore Boat,Schweizer Bateaux power boats,"Used boat,Unleaded",1989,8.6,2.3,GRP,586,18360,Switzerland , Lake of Zurich ,Used boat,Unleaded,Low-priced
9452,"Motor Yacht,Sport Boat",Rio power boats,"Used boat,Unleaded",2000,6.4,2.34,GRP,990,18360,Switzerland , KÃ¼ssnacht am Rigi,Used boat,Unleaded,Low-priced
9453,Pontoon Boat,Cantieri Nautici Ferrario power boats,new boat from stock,2018,6.5,2.29,GRP,103,16650,Italy , Dormelletto ,new boat from stock,Unleaded,Low-priced
9455,Sport Boat,Terhi power boats,"Display Model,Unleaded",2019,4.45,1.85,Thermoplastic,255,18309,Switzerland , Lake of Zurich ,new boat from stock,Display Model,Low-priced
9456,Sport Boat,Karnic power boats,new boat from stock,2020,4.9,2.08,GRP,228,18295.74,Switzerland , Lake of Zurich ,new boat from stock,Unleaded,Low-priced
9457,Pontoon Boat,Cranchi power boats,Used boat,1992,7.2,2.41,GRP,342,18258,Switzerland , Rancate,Used boat,Unleaded,Low-priced
9458,Pilothouse,DarekCo power boats,new boat from stock,2019,5.4,2.38,GRP,180,18258,Switzerland , Brienzersee ,new boat from stock,Unleaded,Low-priced
9468,"Cabin Boat,Sport Boat",Cranchi power boats,"Used boat,Unleaded",1994,7.45,2.45,GRP,432,16500,Germany , Bayern ,Used boat,Unleaded,Low-priced
9469,"Classic,Motor Yacht",Sea Ray power boats,"Used boat,Unleaded",1988,8.6,2.5,GRP,456,16500,Netherlands , Limburg ,Used boat,Unleaded,Low-priced
9470,Cabin Boat,Jeanneau power boats,"Used boat,Unleaded",1991,6.5,2.49,GRP,409,16500,FuÃach,Unknown,Used boat,Unleaded,Low-priced
9471,Center console boat,Bnteau power boats,Used boat,2006,6.03,2.44,PVC,56,16500,France,Unknown,Used boat,Unleaded,Low-priced
9472,Sport Boat,Drago Boats power boats,"Used boat,Unleaded",2003,5.4,2.04,GRP,355,16500,Germany , Otterndorf,Used boat,Unleaded,Low-priced
9475,Bowrider,Regal power boats,"Used boat,Diesel",2002,7.2,2.5,PVC,369,16000,Spain , Espagne,Used boat,Diesel,Low-priced
9476,Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2003,7.1,2.44,PVC,133,16000,France ," OUISTREHAM, France",Used boat,Unleaded,Low-priced
9477,Cabin Boat,Draco power boats,"Used boat,Unleaded",1986,7.6,2.7,GRP,189,16000,Croatia (Hrvatska) , Rab,Used boat,Unleaded,Low-priced
9479,Cabin Boat,Renken power boats,"Used boat,Diesel",1994,8.7,2.55,GRP,354,16000,Italy , Moniga del Garda (BS),Used boat,Diesel,Low-priced
9480,"Cabin Boat,Sport Boat,Water ski",Cranchi power boats,"Used boat,Unleaded",1992,7.5,2.5,GRP,341,16000,Germany , Bayern ,Used boat,Unleaded,Low-priced
9481,Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2019,6.12,2.4,GRP,111,15999,Germany , Kieler Bucht mit Fehmarn ,new boat from stock,Unleaded,Low-priced
9484,Sport Boat,Terhi power boats,"new boat from stock,Unleaded",2020,4.45,1.85,Thermoplastic,410,17592.96,Switzerland , Murtensee ,new boat from stock,Unleaded,Low-priced
9486,Cabin Boat,Renken power boats,Used boat,1999,6.24,2.3,GRP,121,15950,Germany , Bayern ,Used boat,Unleaded,Low-priced
9489,Sport Boat,Ott Werft power boats,"new boat from stock,Electric",2018,4.7,1.95,GRP,93,15900,Germany , Baden-WÃ¼rttemberg ,new boat from stock,Electric,Low-priced
9492,Center console boat,Bnteau power boats,"Used boat,Unleaded",2000,7.15,2.54,PVC,181,15900,France ," ARZON, ARZON",Used boat,Unleaded,Low-priced
9493,Cabin Boat,Glastron power boats,"Used boat,Unleaded",1990,7.9,2.83,Carbon Fiber,455,15900,Angera ,Unknown,Used boat,Unleaded,Low-priced
9494,"Motor Yacht,Trawler",Formula power boats,"Used boat,Unleaded",1989,10.3,3.25,GRP,527,15900,Spain , Costa Brava ,Used boat,Unleaded,Low-priced
9495,Motor Yacht,Scand power boats,"Used boat,Diesel",1986,7.86,2.59,GRP,382,17340,Switzerland , Lake of Zurich ,Used boat,Diesel,Low-priced
9497,Sport Boat,Windy power boats,"Used boat,Unleaded",1990,7.55,2.51,GRP,242,17340,Switzerland , Luganersee ,Used boat,Unleaded,Low-priced
9498,Cabin Boat,Sea Ray power boats,Used boat,1985,3,8,Plastic,589,17340,Switzerland , Neuenburgersee ,Used boat,Unleaded,Low-priced
9499,Pilothouse,Ocean Bay power boats,"new boat from stock,Unleaded",2019,5,1.96,GRP,168,17338.98,Switzerland , Lake of Zurich ,new boat from stock,Unleaded,Low-priced
9500,"Cabin Boat,Flybridge",Draco power boats,"Used boat,Unleaded",1984,7.55,2.8,GRP,384,17238,Switzerland , VierwaldstÃ¤ttersee ,Used boat,Unleaded,Low-priced
9501,Center console boat,DarekCo power boats,"new boat on order,Unleaded",2020,4.3,1.8,GRP,159,17197.2,Switzerland , Lake Constance ,new boat on order,Unleaded,Low-priced
9504,Sport Boat,Crownline power boats,"Used boat,Gas",1996,7.85,2.59,GRP,184,15500,Italy , Lombardia - Trentino Alto Adige ,Used boat,Gas,Low-priced
9506,Deck Boat,Glastron power boats,Used boat,1995,7,2.5,GRP,91,15000,Italy , Mar Tirreno,Used boat,Unleaded,Low-priced
9507,Motor Yacht,Windy power boats,"Used boat,Unleaded",1986,9.8,3.33,GRP,276,15000,Croatia (Hrvatska) , INFO DD-YACHTING,Used boat,Unleaded,Low-priced
9508,Center console boat,Airon Marine power boats,"Used boat,Unleaded",1995,6.72,2.3,GRP,243,15000,Italy , Lombardia,Used boat,Unleaded,Low-priced
9509,Pontoon Boat,Sea Ray power boats,"Used boat,Unleaded",1998,6.7,2.6,GRP,249,15000,Italy , Lazio ,Used boat,Unleaded,Low-priced
9511,Wakeboard/Wakesurf,Correct Craft power boats,"Used boat,Propane",1993,5.9,2.35,GRP,224,15000,Italy , Lazio ,Used boat,Propane,Low-priced
9512,Pontoon Boat,Gobbi power boats,"Used boat,Unleaded",1991,7.3,2.49,GRP,188,15000,Italy , Lazio ,Used boat,Unleaded,Low-priced
9515,Hardtop,ACM Dufour power boats,"Used boat,Diesel",1984,7.3,2.7,PVC,126,15000,France ," OUISTREHAM, France",Used boat,Diesel,Low-priced
9516,Center console boat,Navalplastica power boats,Used boat,2007,6.4,2,GRP,91,15000,Italy , Toscana ,Used boat,Unleaded,Low-priced
9517,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2000,6.3,2.48,PVC,223,15000,Belgium ," Ostend, Belgique",Used boat,Unleaded,Low-priced
9519,"Cabin Boat,Motor Yacht",Viking power boats,"Used boat,Unleaded",1996,7.32,2.45,GRP,391,15000,Germany , Brandenburg ,Used boat,Unleaded,Low-priced
9524,Sport Boat,Adler power boats,"Used boat,Diesel",1980,9.5,3.33,Plastic,432,15000,Germany ,33058,Used boat,Diesel,Low-priced
9525,Bowrider,Sea-Doo power boats,"Used boat,Unleaded",2017,3.4,1.18,GRP,177,14999,Spain , Mallorca ,Used boat,Unleaded,Low-priced
9526,Sport Boat,Italmar power boats,"new boat from stock,Unleaded",2020,4.99,2.1,GRP,132,14999,Germany , Wesel,new boat from stock,Unleaded,Low-priced
9528,Cabin Boat,Polaris power boats,"Used boat,Diesel",1981,8.75,3.1,GRP,241,14990,Germany , Breisach/rhein,Used boat,Diesel,Low-priced
9529,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",1990,7.19,2.49,GRP,523,14990,Germany , Nordrhein-Westfalen ,Used boat,Unleaded,Low-priced
9530,Cabin Boat,Fjord power boats,"Used boat,Diesel",1972,7.4,3.1,GRP,174,14990,Germany , Verkaufshafen Brandenburg-Plaue,Used boat,Diesel,Low-priced
9532,Cabin Boat,Polaris power boats,Diesel,1982,7.75,2.66,GRP,165,14990,Germany , Verkaufshafen Brandenburg-Plaue,Used boat,Diesel,Low-priced
9534,Center console boat,Yamaha power boats,"new boat from stock,Unleaded",2020,3.55,1.22,GRP,101,14870,Germany , Bayern ,new boat from stock,Unleaded,Low-priced
9536,Cabin Boat,Cranchi power boats,"Used boat,Unleaded",1988,9.75,2.84,GRP,829,16320,"Lago Maggiore, Minusio",Unknown,Used boat,Unleaded,Low-priced
9538,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",1991,7.19,2.44,GRP,621,14800,Germany , Berlin ,Used boat,Unleaded,Low-priced
9543,Sport Boat,Boston Whaler power boats,Used boat,2009,4.03,1.78,GRP,105,14750,Netherlands , In verkoophaven,Used boat,Unleaded,Low-priced
9544,Sport Boat,Monterey power boats,"Used boat,Unleaded",1992,6.2,2.43,GRP,328,16218,Switzerland , VierwaldstÃ¤ttersee ,Used boat,Unleaded,Low-priced
9545,Sport Boat,Sea Sprite power boats,"Used boat,Unleaded",1993,6.4,2.15,GRP,476,16218,Switzerland , VierwaldstÃ¤ttersee ,Used boat,Unleaded,Low-priced
9549,Working Boat,Viking power boats,new boat from stock,2020,5.5,2.17,Aluminium,354,14550,Germany , Erftstadt,new boat from stock,Unleaded,Low-priced
9550,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2018,5.3,2.24,GRP,141,14500,Italy , Friuli Venezia Giulia ,new boat from stock,Unleaded,Low-priced
9551,Cabin Boat,Kirie power boats,"Used boat,Diesel",1981,8,2.74,PVC,185,14500,France ," PORT DE BOUC, PORT DE BOUC",Used boat,Diesel,Low-priced
9557,Sport Boat,Olympic power boats,new boat from stock,2019,5.28,2.28,GRP,101,14500,Germany , Bayern ,new boat from stock,Unleaded,Low-priced
9560,Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2007,5.65,2.4,PVC,79,14500,France ," Arzon, Arzon",Used boat,Unleaded,Low-priced
9562,"Runabout,Sport Boat",Chris Craft power boats,"Used boat,Unleaded",1991,7.6,2.5,GRP,389,14500,Italy , Veneto ,Used boat,Unleaded,Low-priced
9563,Deck Boat,Glastron power boats,"Used boat,Unleaded",1979,5.45,2.14,GRP,265,14000,Austria , Donau ,Used boat,Unleaded,Low-priced
9564,Cabin Boat,Albin power boats,Used boat,1975,7.6,2.6,GRP,120,14000,Netherlands , Lemmer,Used boat,Unleaded,Low-priced
9568,Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,5.55,2.29,GRP,223,13999,Germany , Kieler Bucht mit Fehmarn ,new boat from stock,Unleaded,Low-priced
9572,Deck Boat,Marinello power boats,"new boat from stock,Unleaded",2019,5.65,2.35,GRP,174,13900,Germany , Hock Boote,new boat from stock,Unleaded,Low-priced
9573,Pilothouse,Hille power boats,"Used boat,Unleaded",2000,5.3,2.05,GRP,189,13900,Germany , Bayern ,Used boat,Unleaded,Low-priced
9575,Center console boat,Nordmaster power boats,"new boat from stock,Unleaded",2019,4.5,2.18,GRP,58,13900,Slovenia , LJUBLJANA,new boat from stock,Unleaded,Low-priced
9576,Center console boat,Yamarin power boats,"Used boat,Unleaded",2015,4.57,1.93,GRP,226,13900,Austria ,4040,Used boat,Unleaded,Low-priced
9577,Sport Boat,Hellwig power boats,"Used boat,Unleaded",2001,5.85,1.9,GRP,325,13900,Germany , Rheinland-Pfalz ,Used boat,Unleaded,Low-priced
9578,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2000,6.2,2.44,PVC,158,13900,France,Unknown,Used boat,Diesel,Low-priced
9579,Sport Boat,Windy power boats,Used boat,1986,6.7,2.5,GRP,604,15198,Switzerland , Lake Constance ,Used boat,Unleaded,Low-priced
9580,Motor Yacht,Bayliner power boats,"Used boat,Unleaded",1992,7.7,2.46,Plastic,3263,15198,Switzerland , Le Landeron (NE),Used boat,Unleaded,Low-priced
9581,Sport Boat,Fjord power boats,"Used boat,Unleaded",1980,6.5,2.5,GRP,622,15300,Switzerland , VierwaldstÃ¤ttersee ,Used boat,Unleaded,Low-priced
9582,Fishing Boat,Hasler power boats,"Used boat,Unleaded",1989,6.06,1.93,Steel,540,15300,Switzerland , Stansstad,Used boat,Unleaded,Low-priced
9583,Pilothouse,Draco power boats,"Used boat,Unleaded",1989,6.92,2.59,GRP,387,15300,Lake Geneva , Nyon,Used boat,Unleaded,Low-priced
9584,Pilothouse,Ocqueteau power boats,"Used boat,Unleaded",2003,5.46,2.38,GRP,397,15249,Switzerland , Neuenburgersee ,Used boat,Unleaded,Low-priced
9585,Fishing Boat,Starweld power boats,new boat from stock,2020,5.03,2.08,Aluminium,229,15249,Switzerland , Murtensee ,new boat from stock,Unleaded,Low-priced
9586,"Bowrider,Deck Boat,Water ski",Bluewater Yachts power boats,"Used boat,Unleaded",1995,6.14,2.47,GRP,888,15249,Switzerland , Zug,Used boat,Unleaded,Low-priced
9587,Sport Boat,Viking power boats,new boat from stock,2020,5.5,2.17,Aluminium,165,13800,Germany , Erftstadt,new boat from stock,Unleaded,Low-priced
9588,Pontoon Boat,Cantieri Nautici Ferrario power boats,new boat from stock,2018,6.5,2.29,GRP,82,13800,Italy , Dormelletto ,new boat from stock,Unleaded,Low-priced
9589,Sport Boat,Hilter power boats,"Used boat,Unleaded",1983,6.2,2.25,GRP,112,13800,Germany , Nordrhein-Westfalen ,Used boat,Unleaded,Low-priced
9591,Sport Boat,Regal power boats,"Used boat,Unleaded",1996,6.06,2.5,GRP,682,15198,Switzerland , 3421 Lyssach,Used boat,Unleaded,Low-priced
9592,Center console boat,Selva power boats,"new boat from stock,Unleaded",2020,5.2,2.06,GRP,203,15198,Switzerland , Lago Maggiore ,new boat from stock,Unleaded,Low-priced
